beer_style,beer_name,brewery_name,abv,no_ratings,avg_rating,drop_me,url
Fruit and Field,The Rub,Blind Enthusiasm Brewing Company,4.00,1,3.54,,https://www.beeradvocate.com/beer/profile/49143/374337/
Fruit and Field,Amstel Radler Appel-Limoen 0.0%,Amstel Brouwerij B. V.,?,1,1.29,,https://www.beeradvocate.com/beer/profile/163/509761/
Fruit and Field,Mangifera,Buxton Brewery,4.70,1,3.5,,https://www.beeradvocate.com/beer/profile/25434/385601/
Fruit and Field,Limited Release Beer 4: Raspberry Sour,2 Row Brewing,8.10,1,3.5,,https://www.beeradvocate.com/beer/profile/41392/326977/
Fruit and Field,Crushing Stones,Rocket Frog Brewing Company,4.70,1,3.67,,https://www.beeradvocate.com/beer/profile/51776/411202/
Fruit and Field,Chocolate Pineberry Tootsie Pop,The Answer Brewpub,4.00,1,4.02,,https://www.beeradvocate.com/beer/profile/37910/419650/
Fruit and Field,Aviatrix Peach Wheat,Scratchtown Brewing Company,?,1,3.64,,https://www.beeradvocate.com/beer/profile/32838/109634/
Fruit and Field,Whose Watermelon Is This?,Public House Brewing Company,5.10,1,3.36,,https://www.beeradvocate.com/beer/profile/24776/439618/
Fruit and Field,Pie of the Beholder - Peach,Moonraker Brewing Company,5.00,1,4.35,,https://www.beeradvocate.com/beer/profile/45975/506946/
Fruit and Field,Amstel Radler Limoen-Munt 0.0%,Amstel Brouwerij B. V.,?,1,1.74,,https://www.beeradvocate.com/beer/profile/163/509762/
Fruit and Field,YI-ER,Birra Baladin,9.50,1,3.74,,https://www.beeradvocate.com/beer/profile/1675/117058/
Fruit and Field,Cuvée Sofie Lychee,Picobrouwerij Alvinne,8.00,1,4.09,,https://www.beeradvocate.com/beer/profile/6288/521026/
Fruit and Field,Teerenpeli Vadelmavehnä,Olutravintola Teerenpeli,4.90,1,3.42,,https://www.beeradvocate.com/beer/profile/13634/290115/
Fruit and Field,Cherry Kato,Mankato Brewery,5.00,1,3.29,,https://www.beeradvocate.com/beer/profile/27979/355651/
Fruit and Field,Mona Lisa,Les Brasseurs De Lorraine,4.50,1,3.66,,https://www.beeradvocate.com/beer/profile/8994/164931/
Fruit and Field,Pickle Tickle,Barn Town Brewing,5.20,1,3.55,,https://www.beeradvocate.com/beer/profile/47602/364611/
Fruit and Field,Beer Hammock Shandy,Triton Brewing Company,3.50,1,3.75,,https://www.beeradvocate.com/beer/profile/27037/174403/
Fruit and Field,Troublette Mirabelle,Brasserie Caracole,4.50,1,3.97,,https://www.beeradvocate.com/beer/profile/753/240195/
Fruit and Field,Cherry Radler,Kichesippi Beer Co.,4.50,1,3.75,,https://www.beeradvocate.com/beer/profile/2416/438083/
Fruit and Field,Bažant Radler Citrón,Pivovar Zlaty Bazant a.s.,2.00,1,3.87,,https://www.beeradvocate.com/beer/profile/1195/179267/
Fruit and Field,"Shapes, Colors And Flavors",Bereta Brewing Co.,6.90,1,4.18,,https://www.beeradvocate.com/beer/profile/46027/443459/
Fruit and Field,Amstel Radler Dubbel Citrus 0.0%,Amstel Brouwerij B. V.,?,1,1.43,,https://www.beeradvocate.com/beer/profile/163/509763/
Fruit and Field,How 'Bout Dem Apples,Chaos Mountain Brewing,5.00,1,3.23,,https://www.beeradvocate.com/beer/profile/34025/184131/
Fruit and Field,Kaiser Alpin Radler Kräuter,Brau Union Österreich,3.00,1,2.62,,https://www.beeradvocate.com/beer/profile/319/57411/
Fruit and Field,Original Radler,Ankerbräu Nördlingen,2.40,1,3.56,,https://www.beeradvocate.com/beer/profile/5708/196676/
Fruit and Field,Grapefruit Amber,Three Tigers Brewing Company,6.00,1,4.19,,https://www.beeradvocate.com/beer/profile/45171/277572/
Fruit and Field,Triple Blackberry Triple Puffsicle,The Answer Brewpub,9.00,1,4.5,,https://www.beeradvocate.com/beer/profile/37910/419652/
Fruit and Field,Berry Shandy,North High Brewing Company,4.90,1,3.68,,https://www.beeradvocate.com/beer/profile/30182/420676/
Fruit and Field,Long Nights Winter Framboise,Barley Days Brewery,6.00,1,3.33,,https://www.beeradvocate.com/beer/profile/12949/424772/
Fruit and Field,first ← prev| 3651-3700 | 3701-3750 | 3751-3800 | 3801-3850 | 3851-3900  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Overkill,Selfmade Brewery,6.70,1,3.85,,https://www.beeradvocate.com/beer/profile/48661/426052/
Fruit and Field,Adult Neutral,Hacienda Beer Co.,4.70,1,3.47,,https://www.beeradvocate.com/beer/profile/51347/430148/
Fruit and Field,Radler Fritz,Klosterbrauerei Neuzelle GmbH,2.40,1,3.05,,https://www.beeradvocate.com/beer/profile/861/179780/
Fruit and Field,Amstel Radler Fris 0.0% Grapefruit,Amstel Brouwerij B. V.,?,1,1.11,,https://www.beeradvocate.com/beer/profile/163/509764/
Fruit and Field,Tequila Barrel Aged Tropical Prickly Gose,Southern Pines Brewing Company,7.50,1,4.12,,https://www.beeradvocate.com/beer/profile/35883/459845/
Fruit and Field,Winter Break,City Built Brewing Company,5.10,1,3.79,,https://www.beeradvocate.com/beer/profile/50093/403269/
Fruit and Field,Blueberry Pancakes,Whiprsnapr Brewing Co.,5.50,1,3.5,,https://www.beeradvocate.com/beer/profile/37999/288837/
Fruit and Field,Hard Arnie,Birthright Brewing Co.,5.00,1,3.87,,https://www.beeradvocate.com/beer/profile/51773/485957/
Fruit and Field,"Quad Mother Of Cowan: Guava, Mango, Marshmallow, Honey",The Answer Brewpub,6.66,1,4.65,,https://www.beeradvocate.com/beer/profile/37910/493381/
Fruit and Field,Berry S(Wheat)-Tart Ale,Sarasota Brewing Company,4.50,1,4.1,,https://www.beeradvocate.com/beer/profile/1618/166469/
Fruit and Field,Pineapple Mango Island Thunder,Restoration Brew Worx,4.50,1,3.54,,https://www.beeradvocate.com/beer/profile/41167/428613/
Fruit and Field,Cherry Sour,Common Crown Brewing Co.,5.00,1,3.76,,https://www.beeradvocate.com/beer/profile/45923/500805/
Fruit and Field,D'etre: Blueberry,Boundary Brewing,4.60,1,3.73,,https://www.beeradvocate.com/beer/profile/40307/375621/
Fruit and Field,Ex! Caipi,Brauerei Hacklberg,2.60,1,3.83,,https://www.beeradvocate.com/beer/profile/5830/246853/
Fruit and Field,Nordbräu Cola Weizen,Nordbräu Ingolstadt GmbH & Co.,2.80,1,2.71,,https://www.beeradvocate.com/beer/profile/15120/57413/
Fruit and Field,Three Is Company,Picobrouwerij Alvinne,5.00,1,4.15,,https://www.beeradvocate.com/beer/profile/6288/521029/
Fruit and Field,Cranberry Wit,The Gahan House,4.30,1,3.24,,https://www.beeradvocate.com/beer/profile/2242/130117/
Fruit and Field,Boysen The Hood,Gigantic Brewing Company,?,1,3.75,,https://www.beeradvocate.com/beer/profile/29003/138566/
Fruit and Field,Windmill Punch,"Eola School, Brewery, And Lodge",4.97,1,3.5,,https://www.beeradvocate.com/beer/profile/16071/337990/
Fruit and Field,The Graf,Boundary Bay Brewery & Bistro,5.00,1,3.27,,https://www.beeradvocate.com/beer/profile/701/341574/
Fruit and Field,Sofa King Mojito,Arkane Aleworks,5.50,1,4.25,,https://www.beeradvocate.com/beer/profile/46941/474438/
Fruit and Field,Hazy Beets IPA,T.Y. Harbor Brewery,6.40,1,4,,https://www.beeradvocate.com/beer/profile/3422/411462/
Fruit and Field,Ridge Radler,Blowing Rock Brewing Co.,4.80,1,3.21,,https://www.beeradvocate.com/beer/profile/18080/293446/
Fruit and Field,GW Plum,Burdock,8.60,1,3.99,,https://www.beeradvocate.com/beer/profile/41986/494918/
Fruit and Field,#BossBabe,Nuts & Bolts Brewing,6.60,1,4.24,,https://www.beeradvocate.com/beer/profile/55410/436038/
Fruit and Field,Escape Hut,Half Acre Beer Company,6.70,1,4.2,,https://www.beeradvocate.com/beer/profile/18006/518214/
Fruit and Field,Corgi Cake Lager,Wasserhund Brewing Company,6.10,1,4.07,,https://www.beeradvocate.com/beer/profile/41807/324934/
Fruit and Field,Velcro Shoes,Keg Grove Brewing Company,5.30,1,3.52,,https://www.beeradvocate.com/beer/profile/53037/462151/
Fruit and Field,Lavendar Wheat (Mango),Fatty Maddy Beer Co.,5.60,1,3.75,,https://www.beeradvocate.com/beer/profile/36478/135751/
Fruit and Field,David Frambowie,Diebolt Brewing Company,6.80,1,4.25,,https://www.beeradvocate.com/beer/profile/32499/473415/
Fruit and Field,Raspberry Pinscher,Ramblin' Red's Brewing Co.,5.30,1,4.27,,https://www.beeradvocate.com/beer/profile/43073/212295/
Fruit and Field,"Violet, You're Turning Violet Blueberry Sour",Platypus Brewing,5.20,1,3.75,,https://www.beeradvocate.com/beer/profile/47266/420935/
Fruit and Field,Raspberry Wheat,Four Mile Brewing,4.50,1,3.9,,https://www.beeradvocate.com/beer/profile/40752/504903/
Fruit and Field,Kombucha Radler (Turmeric & Ginger),Mill Street Brew Pub,3.00,1,3.66,,https://www.beeradvocate.com/beer/profile/3760/505415/
Fruit and Field,Blackberry Pale,Conversion Brewing,5.00,1,3.26,,https://www.beeradvocate.com/beer/profile/42622/440903/
Fruit and Field,Piny Nuts,Lucky Star Brewery,5.00,1,4.24,,https://www.beeradvocate.com/beer/profile/41518/181831/
Fruit and Field,Strawberry Goldies Blonde Ale,Breaker Brewing Company,4.50,1,3.5,,https://www.beeradvocate.com/beer/profile/19304/51527/
Fruit and Field,Watermelon Man,Blue Owl Brewing,5.40,1,3.75,,https://www.beeradvocate.com/beer/profile/35964/395592/
Fruit and Field,Mango Dynamite,Steel Bender Brewyard,5.90,1,3.27,,https://www.beeradvocate.com/beer/profile/48719/404040/
Fruit and Field,Hopped Up Shandy,Ike & Oak Brewing Company,3.60,1,3.75,,https://www.beeradvocate.com/beer/profile/55545/491080/
Fruit and Field,Colomba Rosée,Brasserie Pietra,4.50,1,3.27,,https://www.beeradvocate.com/beer/profile/2977/425800/
Fruit and Field,Grimbergen Alliance De Peches,Brouwerij Alken-Maes,5.50,1,3.02,,https://www.beeradvocate.com/beer/profile/436/300616/
Fruit and Field,Reality,Zero Issue Brewing,4.10,1,3.46,,https://www.beeradvocate.com/beer/profile/49766/432200/
Fruit and Field,Black Bird Fly,Little Miami Brewing Company,5.00,1,4.12,,https://www.beeradvocate.com/beer/profile/51458/436040/
Fruit and Field,Tickle Me Pink,Lucky Star Brewery,5.00,1,3.5,,https://www.beeradvocate.com/beer/profile/41518/181832/
Fruit and Field,Cherry Darling,College Street Brewhouse & Pub,7.00,1,3.75,,https://www.beeradvocate.com/beer/profile/27266/463689/
Fruit and Field,Gurken Radler,Kircher Brauhaus GmbH,2.40,1,2.66,,https://www.beeradvocate.com/beer/profile/6690/140873/
Fruit and Field,Currant Affairs,602 Brewing Company,5.70,1,3.5,,https://www.beeradvocate.com/beer/profile/58692/469065/
Fruit and Field,Coquina Plum,Pawleys Island Brewing Company,5.10,1,3.95,,https://www.beeradvocate.com/beer/profile/51094/537417/
Fruit and Field,Harris Blueberry Wheat,Old Coast Road Brewery,4.50,1,3.4,,https://www.beeradvocate.com/beer/profile/17953/145737/
Fruit and Field,first ← prev| 3701-3750 | 3751-3800 | 3801-3850 | 3851-3900 | 3901-3950  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Powerslide,Arkane Aleworks,8.50,1,4,,https://www.beeradvocate.com/beer/profile/46941/474441/
Fruit and Field,Hank's Marionberry,Oregon City Brewing Co.,?,1,4.19,,https://www.beeradvocate.com/beer/profile/43588/216649/
Fruit and Field,Mulberry Pie,The Pantown Brewing Company,3.90,1,4.31,,https://www.beeradvocate.com/beer/profile/54849/481353/
Fruit and Field,Blue Sky Pale Ale,Muddy Creek Brewery,5.00,1,4.02,,https://www.beeradvocate.com/beer/profile/39306/285257/
Fruit and Field,Stone Fruit Compote á la mode,Urban Artifact,8.50,1,4.78,,https://www.beeradvocate.com/beer/profile/40297/483913/
Fruit and Field,Cherry Love,Vasileostrovskaya Brewery (Василеостровская Пивоварня),6.90,1,3.58,,https://www.beeradvocate.com/beer/profile/28437/290889/
Fruit and Field,Cherry Picker,Grain & Grit,5.00,1,3.79,,https://www.beeradvocate.com/beer/profile/50799/362569/
Fruit and Field,Strawberry Basil Fields Forever,Nuts & Bolts Brewing,6.20,1,4.18,,https://www.beeradvocate.com/beer/profile/55410/436041/
Fruit and Field,Bier & Limonade,Privatbrauerei Eichbaum,2.50,1,3.5,,https://www.beeradvocate.com/beer/profile/2431/372297/
Fruit and Field,Lemon Breaker,Hop & Barrel Brewing Company,3.70,1,3.7,,https://www.beeradvocate.com/beer/profile/51462/447049/
Fruit and Field,Vyšninis Kriek,"AB ""Kauno Alus""",5.00,1,3.55,,https://www.beeradvocate.com/beer/profile/28399/522313/
Fruit and Field,Pleasure Pit,Fetch Brewing Company,5.70,1,4.86,,https://www.beeradvocate.com/beer/profile/36870/271178/
Fruit and Field,Key Lime Pie,Tallgrass Brewing Co. Tap House,4.20,1,3.57,,https://www.beeradvocate.com/beer/profile/41601/536650/
Fruit and Field,Golden Hour,Bright Eye Beer Co.,5.50,1,3.81,,https://www.beeradvocate.com/beer/profile/58776/488522/
Fruit and Field,Cherry Radler,Forgotten Fire Brewing Company,4.80,1,3.72,,https://www.beeradvocate.com/beer/profile/45738/232522/
Fruit and Field,Orion Shequasar No Beer Cocktail,Asahi Breweries Ltd,5.50,1,2.73,,https://www.beeradvocate.com/beer/profile/716/171594/
Fruit and Field,Cranapple Graf,Boundary Bay Brewery & Bistro,5.00,1,3.11,,https://www.beeradvocate.com/beer/profile/701/381258/
Fruit and Field,Klingonberry Blood Ale,The Ravenous Pig,6.40,1,3.88,,https://www.beeradvocate.com/beer/profile/17258/525643/
Fruit and Field,Otelia Wheat,Cross Country Brewing,3.90,1,3.5,,https://www.beeradvocate.com/beer/profile/56100/416331/
Fruit and Field,Grandma’s Kitchen - Blackberry Cobbler,Porchlight Brewing Company,5.80,1,3.48,,https://www.beeradvocate.com/beer/profile/51997/352843/
Fruit and Field,Hard Axe Cotton Candy Lemonade,Birthright Brewing Co.,5.00,1,4.12,,https://www.beeradvocate.com/beer/profile/51773/486731/
Fruit and Field,Overworks - Cosmic Raspberry,BrewDog,4.50,1,3.76,,https://www.beeradvocate.com/beer/profile/16315/506443/
Fruit and Field,Tickle My Raspberry,Atwater Brewery,7.50,1,3.88,,https://www.beeradvocate.com/beer/profile/48595/383051/
Fruit and Field,Great Blue,Johana Beer,4.50,1,3.54,,https://www.beeradvocate.com/beer/profile/13496/329036/
Fruit and Field,Spanguolė,Armeniukas,4.80,1,2.91,,https://www.beeradvocate.com/beer/profile/36045/330572/
Fruit and Field,Raspberry Wild Cider,The Two Metre Tall Company Pty Ltd,8.00,1,4.59,,https://www.beeradvocate.com/beer/profile/13670/205388/
Fruit and Field,Melon Ale,Vasileostrovskaya Brewery (Василеостровская Пивоварня),6.90,1,3.58,,https://www.beeradvocate.com/beer/profile/28437/481612/
Fruit and Field,Tart Cranipom Mead,"Phantom Ales, Cider, & Cellar",8.00,1,3.83,,https://www.beeradvocate.com/beer/profile/34193/156748/
Fruit and Field,Lakkaa Juomasta,Iso-Kallan Panimo Oy,7.30,1,3.47,,https://www.beeradvocate.com/beer/profile/36341/289356/
Fruit and Field,Cobbled Stones,Foundation Brewing Company,5.00,1,4.1,,https://www.beeradvocate.com/beer/profile/34208/493132/
Fruit and Field,G.F. Yourself,Bent Run Brewing Co.,4.30,1,3.5,,https://www.beeradvocate.com/beer/profile/52459/496204/
Fruit and Field,Midsummer Night,Slow Pour Brewing Company,6.40,1,3.75,,https://www.beeradvocate.com/beer/profile/50550/498252/
Fruit and Field,Raspberry Wheat,Tribes Beer Company,5.50,1,4.59,,https://www.beeradvocate.com/beer/profile/21598/180044/
Fruit and Field,Arnold Palmer,Storm Brewing,5.00,1,3.83,,https://www.beeradvocate.com/beer/profile/3445/190796/
Fruit and Field,Miss Elsa's Elderberry Beer,Blasty Bough Brewing Company,4.20,1,3.65,,https://www.beeradvocate.com/beer/profile/52408/390476/
Fruit and Field,Tangerine Dreams,Ethereal Brewing,6.00,1,4.04,,https://www.beeradvocate.com/beer/profile/37809/460109/
Fruit and Field,Blackcurrant Milkshake IPA,The Booth Brewing (더부스),6.00,1,3.33,,https://www.beeradvocate.com/beer/profile/48711/397133/
Fruit and Field,Camden Strong Lemonade,The Answer Brewpub,7.00,1,4.04,,https://www.beeradvocate.com/beer/profile/37910/333645/
Fruit and Field,Rancho Rosa,Drygate Brewery,4.20,1,2.95,,https://www.beeradvocate.com/beer/profile/35583/532813/
Fruit and Field,Unexplainably Juicy,Arkane Aleworks,5.20,1,4.5,,https://www.beeradvocate.com/beer/profile/46941/474445/
Fruit and Field,Pineapple Ale,Vasileostrovskaya Brewery (Василеостровская Пивоварня),6.90,1,3.56,,https://www.beeradvocate.com/beer/profile/28437/481613/
Fruit and Field,Sweet Strawberry,Onidensetsu Ji-Beer,5.50,1,3.3,,https://www.beeradvocate.com/beer/profile/9217/156749/
Fruit and Field,Sole',Slow Pour Brewing Company,?,1,4.24,,https://www.beeradvocate.com/beer/profile/50550/498253/
Fruit and Field,Battle Berry Wheat,Grimm Brothers Brewhouse,4.50,1,3.5,,https://www.beeradvocate.com/beer/profile/23076/302413/
Fruit and Field,Synopsis - Blackberry,Area Two Experimental Brewing,6.40,1,4,,https://www.beeradvocate.com/beer/profile/55693/500813/
Fruit and Field,Banana Splitsville,Ethereal Brewing,6.00,1,3.77,,https://www.beeradvocate.com/beer/profile/37809/501581/
Fruit and Field,Blue On Black,Due South Brewing Co.,5.90,1,3.75,,https://www.beeradvocate.com/beer/profile/27077/117069/
Fruit and Field,Hard Cherry Cider,Ypsi Alehouse,?,1,4.46,,https://www.beeradvocate.com/beer/profile/44016/264526/
Fruit and Field,Anutart Cherry,Oliphant Brewing,5.00,1,3.9,,https://www.beeradvocate.com/beer/profile/36484/465742/
Fruit and Field,Lemon Amond Frangipane,Dangerous Man Brewing,4.10,1,4,,https://www.beeradvocate.com/beer/profile/30349/412750/
Fruit and Field,first ← prev| 3751-3800 | 3801-3850 | 3851-3900 | 3901-3950 | 3951-4000  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Zut,Smylie Brothers Brewing Co.,4.60,1,3.27,,https://www.beeradvocate.com/beer/profile/35424/353614/
Fruit and Field,SPF 50/50,Red Hare Brewing Company - 34° North Experiment Station,4.20,1,3.94,,https://www.beeradvocate.com/beer/profile/53077/358478/
Fruit and Field,Argus Radler Rabarbar-Morela,Lidl Polska,2.00,1,3,,https://www.beeradvocate.com/beer/profile/42043/425038/
Fruit and Field,Perlenbacher Shandy,Frankfurter Brauhaus GmbH,2.50,1,2.53,,https://www.beeradvocate.com/beer/profile/23741/304206/
Fruit and Field,Amoureuse,Multi-Brasses,5.00,1,3.43,,https://www.beeradvocate.com/beer/profile/9996/304462/
Fruit and Field,Moritz Radler,"Cervezas Moritz, S.A.",2.80,1,1.9,,https://www.beeradvocate.com/beer/profile/17006/501582/
Fruit and Field,Nice Bloobs,North Center Brewing Company,6.30,1,3.5,,https://www.beeradvocate.com/beer/profile/40306/242766/
Fruit and Field,Radler,The Olde Mecklenburg Brewery,3.80,1,4.03,,https://www.beeradvocate.com/beer/profile/19247/394831/
Fruit and Field,Fruitopia,Basqueland Brewing Project,5.40,1,4,,https://www.beeradvocate.com/beer/profile/34096/533839/
Fruit and Field,Sourgaarten,Pedal Haus Brewery,4.90,1,3.25,,https://www.beeradvocate.com/beer/profile/43086/478287/
Fruit and Field,Citrus Tart,Fierce Beer,4.50,1,3.12,,https://www.beeradvocate.com/beer/profile/46705/416335/
Fruit and Field,Key Lime Sherbet,Whistle Punk Brewing Company,5.20,1,3.77,,https://www.beeradvocate.com/beer/profile/44280/427343/
Fruit and Field,Grand Réserve,Burning Sky Brewery,6.50,1,4.1,,https://www.beeradvocate.com/beer/profile/33194/496207/
Fruit and Field,San Miguel Clara,San Miguel Fabricas De Cervaza Y Maltas S.A.,3.20,1,2.3,,https://www.beeradvocate.com/beer/profile/12633/182095/
Fruit and Field,Radler,Big Rig Brewery,2.90,1,3.43,,https://www.beeradvocate.com/beer/profile/29314/248399/
Fruit and Field,Double Cherry Vanilla Limeade Slush,Wiley Roots Brewing Co,4.60,1,4.5,,https://www.beeradvocate.com/beer/profile/33375/461392/
Fruit and Field,Woodson Cider Beer,The Damascus Brewery,5.20,1,3.75,,https://www.beeradvocate.com/beer/profile/35855/141648/
Fruit and Field,Wacky Wheat Ale - Apricot,Stewart's Brewing Co.,?,1,3.5,,https://www.beeradvocate.com/beer/profile/1754/11600/
Fruit and Field,Shonan Oiso Kotatsu Mikan Ale,Kumazawa Brewing Co. / Shonan Beer and Trattoria Mokichi,5.00,1,4.25,,https://www.beeradvocate.com/beer/profile/4972/476496/
Fruit and Field,Original Liquorice Libation,Naylor's Brewery,4.40,1,3.54,,https://www.beeradvocate.com/beer/profile/11743/216912/
Fruit and Field,Whip It Good,Transplants Brewing Company,?,1,3.4,,https://www.beeradvocate.com/beer/profile/43119/351824/
Fruit and Field,Hard Axe Tropical Fruit Lemonade,Birthright Brewing Co.,5.00,1,4,,https://www.beeradvocate.com/beer/profile/51773/486992/
Fruit and Field,Egger ZitronenRadler,Privatbrauerei Fritz Egger GmbH & Co,2.20,1,1.95,,https://www.beeradvocate.com/beer/profile/4460/97104/
Fruit and Field,Thicket of Embers,Vis Major Brewing Co.,6.00,1,3.43,,https://www.beeradvocate.com/beer/profile/50266/503888/
Fruit and Field,Maaster's Kriek,Brasserie Licorne,3.50,1,2.83,,https://www.beeradvocate.com/beer/profile/3218/198993/
Fruit and Field,Dju Dju Mango Beer,Brouwerij Huyghe,3.60,1,3,,https://www.beeradvocate.com/beer/profile/180/334417/
Fruit and Field,Juice Springsteen Deluxe,Alphabet Brewing Company,4.50,1,3.07,,https://www.beeradvocate.com/beer/profile/42516/532817/
Fruit and Field,Peach Ale,Black Walnut Brewery,6.00,1,3.56,,https://www.beeradvocate.com/beer/profile/46386/405585/
Fruit and Field,The Betty White Peach Cream Ale,Trolley 5 Restaurant & Brewery,5.00,1,3.53,,https://www.beeradvocate.com/beer/profile/47913/410449/
Fruit and Field,Zombae,Refined Fool Brewing Co.,5.00,1,3.63,,https://www.beeradvocate.com/beer/profile/34640/216913/
Fruit and Field,Short Shorts Raspberry,Origin Malting & Brewing,4.10,1,3.86,,https://www.beeradvocate.com/beer/profile/50075/296017/
Fruit and Field,Patona Republik,Birra del Moro S.a.s.,4.00,1,3.69,,https://www.beeradvocate.com/beer/profile/57650/452433/
Fruit and Field,Fresa,Cerveza Tartessos,4.50,1,1.75,,https://www.beeradvocate.com/beer/profile/42257/198226/
Fruit and Field,Mandalay Mango IPA,Mobberley Brew House,4.00,1,3.79,,https://www.beeradvocate.com/beer/profile/43659/208722/
Fruit and Field,Blueberry Tootsie Pop Sour,12 Gates Brewing Company,4.50,1,3.5,,https://www.beeradvocate.com/beer/profile/43182/481362/
Fruit and Field,Grenadine,Vilniaus Alus UAB,3.50,1,2.52,,https://www.beeradvocate.com/beer/profile/20782/305234/
Fruit and Field,Lost In The Woods,Johnny Jacks Brewery,6.50,1,3.84,,https://www.beeradvocate.com/beer/profile/43675/449618/
Fruit and Field,Cherry River,La Memphré Microbrasserie,6.50,1,3.48,,https://www.beeradvocate.com/beer/profile/3724/260946/
Fruit and Field,Stari Visszhangos,Stari Sörfozde,5.40,1,4.42,,https://www.beeradvocate.com/beer/profile/46742/463955/
Fruit and Field,Lemon Shandy,Warwick Farm Brewing,4.30,1,3.92,,https://www.beeradvocate.com/beer/profile/58510/492115/
Fruit and Field,Argus Shandy,Frankfurter Brauhaus GmbH,0.90,1,3.02,,https://www.beeradvocate.com/beer/profile/23741/239443/
Fruit and Field,Cherry Tart,Plattsburgh Brewing Company,?,1,3.75,,https://www.beeradvocate.com/beer/profile/31251/180307/
Fruit and Field,1516 Shandy,1516 Brewing Company,?,1,3.25,,https://www.beeradvocate.com/beer/profile/4473/119379/
Fruit and Field,Fuzzy Wheat,Railroad Seafood Station Brewing Company,?,1,4.5,,https://www.beeradvocate.com/beer/profile/35322/125523/
Fruit and Field,Raspberry Field Party,Georgia Beer Co.,5.00,1,3.95,,https://www.beeradvocate.com/beer/profile/55783/521811/
Fruit and Field,Dserve Guava,UX Brew,6.20,1,3.3,,https://www.beeradvocate.com/beer/profile/59821/522067/
Fruit and Field,Dju Dju Premium Palm Lager,Brouwerij Huyghe,5.20,1,3,,https://www.beeradvocate.com/beer/profile/180/79188/
Fruit and Field,Hard Axe Jalapenos Pineapple Lemonade,Birthright Brewing Co.,5.00,1,4.12,,https://www.beeradvocate.com/beer/profile/51773/486996/
Fruit and Field,Pink Pineapple,Wissahickon Brewing Company,5.50,1,3.94,,https://www.beeradvocate.com/beer/profile/48558/499540/
Fruit and Field,Rasberry Beeret,Pinthouse Pizza Craft Brewpub,4.70,1,3.69,,https://www.beeradvocate.com/beer/profile/31066/242260/
Fruit and Field,first ← prev| 3801-3850 | 3851-3900 | 3901-3950 | 3951-4000 | 4001-4050  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Cremelicious Orange,The Queen City Brewery of Cincinnati,3.50,1,3.5,,https://www.beeradvocate.com/beer/profile/47907/308308/
Fruit and Field,Tarty to the Party Coconut Lime Sour Ale,Wild Ride Brewing Co.,5.50,1,3.91,,https://www.beeradvocate.com/beer/profile/35491/516948/
Fruit and Field,Bilberry Blues,Lehe Pruulikoda,10.00,1,4.13,,https://www.beeradvocate.com/beer/profile/45355/523348/
Fruit and Field,Mango Tango German Ale with Mango,Monzón Brewing Co.,4.80,1,3.52,,https://www.beeradvocate.com/beer/profile/51563/462677/
Fruit and Field,Kiwi Strawberry Wheat Ale,Declaration Brewing Company,4.90,1,3.25,,https://www.beeradvocate.com/beer/profile/34183/358485/
Fruit and Field,Pumpkin Pie IPA,The Queen City Brewery of Cincinnati,5.80,1,3.51,,https://www.beeradvocate.com/beer/profile/47907/308309/
Fruit and Field,Miller Valley Push Pop,Miller Brewing Co.,7.00,1,4.25,,https://www.beeradvocate.com/beer/profile/105/308565/
Fruit and Field,Fruit of the Wise Men,Humble Monk Brewing Co.,9.00,1,4.09,,https://www.beeradvocate.com/beer/profile/55211/508757/
Fruit and Field,Good Times,Falls City Brewing Company,4.20,1,2.89,,https://www.beeradvocate.com/beer/profile/22779/448085/
Fruit and Field,Taiwan Beer Sweet Touch Grapefruit,Taiwan Tobacco & Liquor Corporation,3.50,1,3,,https://www.beeradvocate.com/beer/profile/2577/385621/
Fruit and Field,Thai Wheat,"Chatham Brewing, LLC",9.20,1,3.5,,https://www.beeradvocate.com/beer/profile/16262/189525/
Fruit and Field,Cherry Wit,Wanaka Beerworks,5.00,1,3.75,,https://www.beeradvocate.com/beer/profile/9026/257109/
Fruit and Field,Raspberry Ramble,Settle Down Easy Brewing Company,6.00,1,3.37,,https://www.beeradvocate.com/beer/profile/54969/390997/
Fruit and Field,Out Of The Field,New Riga's Brewery,3.80,1,3.16,,https://www.beeradvocate.com/beer/profile/53770/394070/
Fruit and Field,a.k.a. BOB,Gillette Brewing Company,5.00,1,3.75,,https://www.beeradvocate.com/beer/profile/32158/277078/
Fruit and Field,Riveraine D'ete (Blanche Framboises),La Barberie,5.00,1,3.03,,https://www.beeradvocate.com/beer/profile/2248/18262/
Fruit and Field,Saison Grenade,Croft Brewing Company,4.30,1,3.38,,https://www.beeradvocate.com/beer/profile/35554/160854/
Fruit and Field,King Robinson Cobbler : Strawberry Rhubarb,The Answer Brewpub,5.36,1,4.24,,https://www.beeradvocate.com/beer/profile/37910/489046/
